code,title,category,subcategory,base,Group_a,Group_b,Group_ls,Croup_Ch_B
0023-6804,Цементировка коронки на постоянный цемент(в лечение),Ортопедическая стоматология Новая редакция,"Припасовка, примерка и пр.","0,00 ₽",,,,
0023-6805,Цементировка коронки на композит(в лечение),Ортопедическая стоматология Новая редакция,"Припасовка, примерка и пр.","0,00 ₽",,,,
0023-01.11,Миорелаксирующий сплинт,Ортопедическая стоматология Новая редакция,Сплинт-терапия,"30.500,00 ₽",,,,
0023-01.12,Коррекция сплинта,Ортопедическая стоматология Новая редакция,Сплинт-терапия,"6.300,00 ₽",,,,
0023-01.13,Позиционирующий сплинт,Ортопедическая стоматология Новая редакция,Сплинт-терапия,"35.000,00 ₽",,,,
0023-10А,3D сканирование гипсовой модели,Цифровое сканирование зубов,Цифровое сканирование зубов,"2.500,00 ₽",,,,
0023-11А,Снятие оттиска с одной челюсти (цифровой оттиск),Цифровое сканирование зубов,Цифровое сканирование зубов,"3.000,00 ₽",,,,
0023-1А,Трехмерное сканирование полости рта (T-Scan анализ) первичная диагностика,Цифровое сканирование зубов,Цифровое сканирование зубов,"16.500,00 ₽",,,,
0023-2А,Трехмерное компьютерное моделирование формы зубов (1 челюсть),Цифровое сканирование зубов,Цифровое сканирование зубов,"15.500,00 ₽",,,,
0023-3А,Трехмерное компьютерное моделирование формы зубов (2 челюсти),Цифровое сканирование зубов,Цифровое сканирование зубов,"27.000,00 ₽",,,,
0023-4А,Проектирование хирургического шаблона,Цифровое сканирование зубов,Цифровое сканирование зубов,"8.900,00 ₽",,,,
0023-5А,3D сканирование регистрата,Цифровое сканирование зубов,Цифровое сканирование зубов,"2.100,00 ₽",,,,
0023-6А,"Компьютерная обработка моделей (триангуляция, сопоставление)",Цифровое сканирование зубов,Цифровое сканирование зубов,"4.900,00 ₽",,,,
0023-7А,Виртуальный Set-up (1 челюсть),Цифровое сканирование зубов,Цифровое сканирование зубов,"16.500,00 ₽",,,,
0023-8А,Виртуальный Set-up (2 челюсти),Цифровое сканирование зубов,Цифровое сканирование зубов,"25.000,00 ₽",,,,
0023-9А,3D сканирование слепка,Цифровое сканирование зубов,Цифровое сканирование зубов,"4.500,00 ₽",,,,
0023-A02.07.010.011,Интраоральное 3D сканирование (1 челюсть),Цифровое сканирование зубов,Цифровое сканирование зубов,"3.000,00 ₽",,,,
0023-A02.07.010.012,Интраоральное 3D сканирование (2 челюсти),Цифровое сканирование зубов,Цифровое сканирование зубов,"5.000,00 ₽",,,,
0023-0001,Определение центрального соотношения,Цифровое сканирование зубов,Цифровое сканирование зубов,"12.500,00 ₽",,,,
0023-15,"Расходные материалы на ""ТОТАЛ"" (использование дополнительных инструментов: матрицы, клиньев, ретракционной нити и пр.)",Цифровое сканирование зубов,Цифровое сканирование зубов,"25.000,00 ₽",,,,
0023-16,Балка от уровня имплантатов на 4-6 опорах Ti(CAD/CAM),Цифровое сканирование зубов,Цифровое сканирование зубов,"190.000,00 ₽",,,,
0023-17,"ALL-ON-4/6. Условно-съёмный протез долгой носки из композита PММА 12/14 ед. с опорой на имплантаты (Повышенная эстетика) (Комплектующие включены, Класс А) (2-ой этап)",Цифровое сканирование зубов,Цифровое сканирование зубов,"99.000,00 ₽",,,,
0023-17,ALL-ON-4/6 Постоянный адаптивный протез PMMA на металлическом каркасе на 12/14 зубов на имплантаты (повышенная эстетика),Цифровое сканирование зубов,Цифровое сканирование зубов,"199.000,00 ₽",,,,
0023-18,"Изготовление ортопедических конструкций, сплаво-литейные (разливочные) работы вне очереди",Цифровое сканирование зубов,Цифровое сканирование зубов,"1,00 ₽",,,,
0023-19,"Обслуживание временных ортопедических конструкций длительного ношения (Moke-up, PMMA и др)",Цифровое сканирование зубов,Цифровое сканирование зубов,"35.000,00 ₽",,,,
0023-20,Определение центрального соотношения челюстей с использованием восковых шаблонов на жестком базисе. Исследование на диагностических моделях челюстей в артикуляторе по индивидуальным параметрам.,Цифровое сканирование зубов,Цифровое сканирование зубов,"48.000,00 ₽",,,,
0023-21,"ALL-ON-4/6. Постоянный адаптивный протез на металлическом каркасе на 12/14 зубов с опорой на имплантаты Nobel Biocare (Швейцария) (Повышенная эстетика) (Комплектующие включены, Класс А) (3-ий этап)",Цифровое сканирование зубов,Цифровое сканирование зубов,"160.000,00 ₽",,,,
0023-21,"ALL-ON-4/6. Постоянный адаптивный протез на металлическом каркасе на 12/14 зубов с опорой на имплантаты Osstem (Южная Корея) (Повышенная эстетика) (Комплектующие включены, Класс А) (3-ий этап)",Цифровое сканирование зубов,Цифровое сканирование зубов,"160.000,00 ₽",,,,
0023-22,"ALL-ON-4/6. Постоянный адаптивный протез на металлическом каркасе на 12/14 зубов с опорой на имплантаты Neodent (Повышенная эстетика) (Комплектующие включены, Класс А) (3-ий этап)",Цифровое сканирование зубов,Цифровое сканирование зубов,"180.000,00 ₽",,,,
0023-23,"ALL-ON-4/6. Постоянный адаптивный протез на металлическом каркасе на 12/14 зубов с опорой на имплантаты Straumann (Швейцария) (Повышенная эстетика) (Комплектующие включены, Класс А) (3-ий этап)",Цифровое сканирование зубов,Цифровое сканирование зубов,"180.000,00 ₽",,,,
0023-24,"Стоматологический фотопротокол – диагностическая серия снимков лица и полости рта пациента (внутриротовые, обзорные, внеротовые фотографии)",Цифровое сканирование зубов,Цифровое сканирование зубов,"2.000,00 ₽",,,,
0023-25,"Индивидуальная каппа, одночелюстная(спортивная)",Цифровое сканирование зубов,Цифровое сканирование зубов,"27.350,00 ₽",,,,
0023-27,ALL-ON-4 (АКЦИЯ под ключ) Medentika (Straumann Group),Цифровое сканирование зубов,Цифровое сканирование зубов,"159.000,00 ₽",,,,
0023-33,Протезирование зубов полными протезами ALL-6 Medentika(Фрезерованная балка),Цифровое сканирование зубов,Цифровое сканирование зубов,"0,00 ₽",,,,
0023-33,Протезирование зубов полным протезами ALL-6 Medentika (Фрезерованная балка) зубы диоксид циркония,Цифровое сканирование зубов,Цифровое сканирование зубов,"520.000,00 ₽",,,,
0023-34,Протезирование зубов полными протезами ALL-4 Medentika(Фрезерованная балка) зубы диоксид циркония,Цифровое сканирование зубов,Цифровое сканирование зубов,"420.000,00 ₽",,,,
0023-35,Протезирование зубов несъемными протезами ALL-4 ( Фрезерованная балка),Цифровое сканирование зубов,Цифровое сканирование зубов,"240.000,00 ₽",,,,
0023-36,Протезирование зубов несъемными протезами All-6 (Фрезерованная балка),Цифровое сканирование зубов,Цифровое сканирование зубов,"260.000,00 ₽",,,,
023-31,Изготовление сложного постоянного протеза на 6 имплантатах на основе из диоксида циркония,Цифровое сканирование зубов,Цифровое сканирование зубов,"420.000,00 ₽",,,,
023-32,Изготовление сложного постоянного протеза на 6 имплантатах (МК),Цифровое сканирование зубов,Цифровое сканирование зубов,"340.000,00 ₽",,,,
A16.07003.004,Керамические виниры E-max в зоне улыбки (12 ед),Цифровое сканирование зубов,Цифровое сканирование зубов,"350.000,00 ₽",,,,
А16.07.003.003,Художественный керамический винир E-max,Цифровое сканирование зубов,Цифровое сканирование зубов,"29.000,00 ₽",,,,
А16.07.003.004,Керамический винир E-max,Цифровое сканирование зубов,Цифровое сканирование зубов,"90.000,00 ₽",,,,
ОРД-1.2,Интрузия зуба с опорой на минивинты (микроимплант),ОРТОДОНТИЯ vol.2,11.1Ортодонтическое лечение с использованием брекетов,"5.500,00 ₽",,,,
ОРД-11100,Фиксация одного брекета,ОРТОДОНТИЯ vol.2,11.1Ортодонтическое лечение с использованием брекетов,"2.900,00 ₽",,,,
ОРД-11101,Припасовка и наложение дуги,ОРТОДОНТИЯ vol.2,11.1Ортодонтическое лечение с использованием брекетов,"750,00 ₽",,,,
ОРД-11104,Установка пружин,ОРТОДОНТИЯ vol.2,11.1Ортодонтическое лечение с использованием брекетов,"1.500,00 ₽",,,,
ОРД-11106,"Удаление налета, гигиеническая обработка перед фиксацией (1 зуб)",ОРТОДОНТИЯ vol.2,11.1Ортодонтическое лечение с использованием брекетов,"600,00 ₽",,,,
ОРД-11107,Фиксация сепарационного кольца,ОРТОДОНТИЯ vol.2,11.1Ортодонтическое лечение с использованием брекетов,"800,00 ₽",,,,
ОРД-11108,Снятие одного брекета,ОРТОДОНТИЯ vol.2,11.1Ортодонтическое лечение с использованием брекетов,"1.000,00 ₽",,,,
ОРД-11200,Изготовление проволочного ретейнера на 1 челюсть,ОРТОДОНТИЯ vol.2,11.2Ортодонтическое лечение с использованием проволочного ретейнера,"13.000,00 ₽",,,,
ОРД-11201,Фиксация ретейнера на 1зуб,ОРТОДОНТИЯ vol.2,11.2Ортодонтическое лечение с использованием проволочного ретейнера,"2.500,00 ₽",,,,
ОРД-11202,Расчет рентгеновских снимков,ОРТОДОНТИЯ vol.2,11.2Ортодонтическое лечение с использованием проволочного ретейнера,"1.500,00 ₽",,,,
ОРД-11203,Активация ортодонтического аппарата,ОРТОДОНТИЯ vol.2,11.2Ортодонтическое лечение с использованием проволочного ретейнера,"900,00 ₽",,,,
ОРД-11300,"Подготовка к изготавления, изготовление и коррекция индивидуального чек-лайна(расчет рабочих моделей, 3Д модели, виртуальные настройки)",ОРТОДОНТИЯ vol.2,"11.3Ортодонтическое лечение с использованием прозрачных капп ""invisible All-In""(Италия)","29.000,00 ₽",,,,
ОРД-11301,"Услуги по исправлению прикуса пролзрачными каппами All-in, одно посещение",ОРТОДОНТИЯ vol.2,"11.3Ортодонтическое лечение с использованием прозрачных капп ""invisible All-In""(Италия)","16.550,00 ₽",,,,
ОРД-11302,Услуги по изготовлению дополнительной каппы,ОРТОДОНТИЯ vol.2,"11.3Ортодонтическое лечение с использованием прозрачных капп ""invisible All-In""(Италия)","7.250,00 ₽",,,,
ОРД-11400,Фиксация одного лингвального брекета,ОРТОДОНТИЯ vol.2,11.4Ортодонтическое лечение с использованием Лингвальных брекетов,"2.580,00 ₽",,,,
ОРД-11401,Подвязывание одной лигатуры к лингвальному брекету,ОРТОДОНТИЯ vol.2,11.4Ортодонтическое лечение с использованием Лингвальных брекетов,"305,00 ₽",,,,
ОРД-11402,Снятие одной лигатурыс лингвального брекета,ОРТОДОНТИЯ vol.2,11.4Ортодонтическое лечение с использованием Лингвальных брекетов,"245,00 ₽",,,,
ОРД-11403,Фиксация одного звена цепочки к лингвальному брекету,ОРТОДОНТИЯ vol.2,11.4Ортодонтическое лечение с использованием Лингвальных брекетов,"305,00 ₽",,,,
ОРД-11404,Снятие одного лингвального брекета,ОРТОДОНТИЯ vol.2,11.4Ортодонтическое лечение с использованием Лингвальных брекетов,"685,00 ₽",,,,
ОРД-11405,Припасовка и фиксация дуги к лингвальным брекетам,ОРТОДОНТИЯ vol.2,11.4Ортодонтическое лечение с использованием Лингвальных брекетов,"910,00 ₽",,,,
ОРД-11406,Изготовление аппарата для интенсивного расширения верхнего зубного ряда,ОРТОДОНТИЯ vol.2,11.4Ортодонтическое лечение с использованием Лингвальных брекетов,"30.350,00 ₽",,,,
ОРД-7100,Анализ и расчет Телерентгенограммы и ОПТГ,Ортодонтия на съемной аппаратуре,ДИАГНОСТИКА,"1.900,00 ₽",,,,
ОРД-7101,Диагностические исследования гипсовых моделей челюстей,Ортодонтия на съемной аппаратуре,ДИАГНОСТИКА,"3.000,00 ₽",,,,
ОРД-7102,Изготовление диагностической модели,Ортодонтия на съемной аппаратуре,ДИАГНОСТИКА,"750,00 ₽",,,,
ОРД-7103,Изготовление рабочей модели из супергипса,Ортодонтия на съемной аппаратуре,ДИАГНОСТИКА,"1.050,00 ₽",,,,
ОРД-7104,Изучение томограммы ВНЧС,Ортодонтия на съемной аппаратуре,ДИАГНОСТИКА,"2.200,00 ₽",,,,
ОРД-7105,Снятие слепка с одного зубного ряда (альгинатного),Ортодонтия на съемной аппаратуре,ДИАГНОСТИКА,"1.100,00 ₽",,,,
ОРД-7106,"Снятие слепка с одного зубного ряда двухслойного (А, С-силикон)",Ортодонтия на съемной аппаратуре,ДИАГНОСТИКА,"1.250,00 ₽",,,,
ОРД-7200,Гигиеническая обработка съемных ортодонтических аппаратов,Ортодонтия на съемной аппаратуре,ГИГИЕНА ПРИ ОРТОДОНТИЧЕСКОМ ЛЕЧЕНИИ,"900,00 ₽",,,,
ОРД-7202,Обучение гигиене полости рта при лечении на несъемной и съемной аппаратуре,Ортодонтия на съемной аппаратуре,ГИГИЕНА ПРИ ОРТОДОНТИЧЕСКОМ ЛЕЧЕНИИ,"550,00 ₽",,,,
ОРД-7300,Двучелюстной аппарат,Ортодонтия на съемной аппаратуре,ЛЕЧЕНИЕ НА СЪЕМНОЙ АППАРАТУРЕ,"21.240,00 ₽",,,,
ОРД-7301,Двучелюстной аппарат,Ортодонтия на съемной аппаратуре,ЛЕЧЕНИЕ НА СЪЕМНОЙ АППАРАТУРЕ,"25.800,00 ₽",,,,
ОРД-7302,"Лечение c помощью аппарата ""LM-активатор"".",Ортодонтия на съемной аппаратуре,ЛЕЧЕНИЕ НА СЪЕМНОЙ АППАРАТУРЕ,"20.000,00 ₽",,,,
ОРД-7303,"Лечение с помощью аппарата ""Трейнер""",Ортодонтия на съемной аппаратуре,ЛЕЧЕНИЕ НА СЪЕМНОЙ АППАРАТУРЕ,"15.000,00 ₽",,,,
ОРД-7304,Одночелюстной простой аппарат,Ортодонтия на съемной аппаратуре,ЛЕЧЕНИЕ НА СЪЕМНОЙ АППАРАТУРЕ,"15.600,00 ₽",,,,
ОРД-7305,Одночелюстной сложный аппарат,Ортодонтия на съемной аппаратуре,ЛЕЧЕНИЕ НА СЪЕМНОЙ АППАРАТУРЕ,"18.240,00 ₽",,,,
ОРД-7400,Изготовление и коррекция наклонной плоскости быстротвердеющей пластмассой,Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"960,00 ₽",,,,
ОРД-7401,Активация ортодонтического аппарата,Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"480,00 ₽",,,,
ОРД-7402,Временное шинирование одного зуба быстротвердеющей пластмассой,Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"950,00 ₽",,,,
ОРД-7403,Замена винта,Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"2.760,00 ₽",,,,
ОРД-7404,Изготовление и коррекция наклонной плоскости быстротвердеющей пластмассой,Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"828,00 ₽",,,,
ОРД-7405,Изготовление капы Шварца (Schwarc),Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"1.440,00 ₽",,,,
ОРД-7406,"Изготовление, коррекция пелота для формирования преддверия полости рта, губного бампера",Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"828,00 ₽",,,,
ОРД-7407,"Изготовление, коррекция упора для языка",Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"960,00 ₽",,,,
ОРД-7408,"Изготовление, коррекция упора для языка",Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"828,00 ₽",,,,
ОРД-7409,"Изготовление, припасовка головной шапочки и подборочной пращи",Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"960,00 ₽",,,,
ОРД-7410,"Изготовление,коррекция пелота для формирования преддверия полости рта, губного бампера",Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"960,00 ₽",,,,
ОРД-7411,Клиническая коррекция,Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"700,00 ₽",,,,
ОРД-7412,Наблюдение,Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"3.000,00 ₽",,,,
ОРД-7413,Обучение пользованию трейнером,Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"840,00 ₽",,,,
ОРД-7414,Обучение пользованию трейнером,Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"690,00 ₽",,,,
ОРД-7415,Перебазировка,Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"1.400,00 ₽",,,,
ОРД-7416,"Подбор и припасовка Face Mask ""Delaire""",Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"966,00 ₽",,,,
ОРД-7417,"Подбор и припасовка Face Mask ""Delaire""",Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"1.080,00 ₽",,,,
ОРД-7418,Починка аппарата быстротвердеющей пластмассой врачом в клинике,Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"1.590,00 ₽",,,,
ОРД-7419,Починка аппарата быстротвердеющей пластмассой врачом в клинике,Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"1.800,00 ₽",,,,
ОРД-7420,Починка базиса аппарата (1 перелом): простая,Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"1.104,00 ₽",,,,
ОРД-7421,Починка базиса аппарата (1 перелом): сложная,Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"1.380,00 ₽",,,,
ОРД-7422,Приварка вестибулярной дуги простой,Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"900,00 ₽",,,,
ОРД-7423,Приварка вестибулярной дуги сложной,Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"966,00 ₽",,,,
ОРД-7424,Приварка кламмера Адамса (Adams),Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"828,00 ₽",,,,
ОРД-7425,Приварка кламмера круглого,Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"612,00 ₽",,,,
ОРД-7426,Приварка протрактора,Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"414,00 ₽",,,,
ОРД-7427,Приварка рукообразной пружины,Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"828,00 ₽",,,,
ОРД-7428,"Припасовка и фиксация ортодонтической коронки, кольца",Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"1.250,00 ₽",,,,
ОРД-7429,Припасовка лицевой дуги,Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"912,00 ₽",,,,
ОРД-7430,Реактивация Twin-blok,Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"2.520,00 ₽",,,,
ОРД-7431,Реактивация Twin-blok,Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"2.280,00 ₽",,,,
ОРД-7432,"Снятие ортодонтической коронки, кольца",Ортодонтия на съемной аппаратуре,МАНИПУЛЯЦИИ ПРИ ЛЕЧЕНИИ НА СЪЕМНОЙ АППАРАТУРЕ,"485,00 ₽",,,,
ОРД-7500,Изготовление замещающего протеза с двумя зубами из пластмассы,Ортодонтия на съемной аппаратуре,ИЗГОТОВЛЕНИЕ ЗАМЕЩАЮЩЕГО ПРОТЕЗА,"7.440,00 ₽",,,,
ОРД-7501,Изготовление замещающего протеза с одним зубом из пластмассы,Ортодонтия на съемной аппаратуре,ИЗГОТОВЛЕНИЕ ЗАМЕЩАЮЩЕГО ПРОТЕЗА,"6.960,00 ₽",,,,
ОРД-7502,Изготовление замещающего протеза с тремя зубами из пластмассы,Ортодонтия на съемной аппаратуре,ИЗГОТОВЛЕНИЕ ЗАМЕЩАЮЩЕГО ПРОТЕЗА,"7.920,00 ₽",,,,
ОРД-7503,Изготовление замещающего протеза с четырьмя зубами из пластмассы,Ортодонтия на съемной аппаратуре,ИЗГОТОВЛЕНИЕ ЗАМЕЩАЮЩЕГО ПРОТЕЗА,"8.280,00 ₽",,,,
ОРД-7601,Изготовление аппарата Pendulum,Ортодонтия на съемной аппаратуре,ИЗГОТОВЛЕНИЕ АППАРАТОВ,"13.500,00 ₽",,,,
ОРД-7602,Изготовление аппарата Pendulum-Pendex,Ортодонтия на съемной аппаратуре,ИЗГОТОВЛЕНИЕ АППАРАТОВ,"14.000,00 ₽",,,,
ОРД-7603,Изготовление аппарата Twin-block,Ортодонтия на съемной аппаратуре,ИЗГОТОВЛЕНИЕ АППАРАТОВ,"45.000,00 ₽",,,,
ОРД-7626,Изготовление съемной каппы,Ортодонтия на съемной аппаратуре,ИЗГОТОВЛЕНИЕ АППАРАТОВ,"11.000,00 ₽",,,,
ОРД-7628,Аппарат Гербста (Herbst),Ортодонтия на съемной аппаратуре,ИЗГОТОВЛЕНИЕ АППАРАТОВ,"60.000,00 ₽",,,,
ОРД-7629,Фиксация аппарата Гербста на цемент,Ортодонтия на съемной аппаратуре,ИЗГОТОВЛЕНИЕ АППАРАТОВ,"6.000,00 ₽",,,,
ОРД-7630,Твин форс,Ортодонтия на съемной аппаратуре,ИЗГОТОВЛЕНИЕ АППАРАТОВ,"66.000,00 ₽",,,,
ОРД-8100,1 категория сложности с использованием вестибулярных брекетов в области одного зубного ряда (без учета стоимости аппаратуры),Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,ОРТОДОНТИЧЕСКОЕ ЛЕЧЕНИЕ НА НЕСЪЕМНОЙ АППАРАТУРЕ,"60.000,00 ₽",,,,
ОРД-8101,1 категория сложности с использованием лингвальных брекетов в области одного зубного ряда (без учета стоимости аппаратуры),Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,ОРТОДОНТИЧЕСКОЕ ЛЕЧЕНИЕ НА НЕСЪЕМНОЙ АППАРАТУРЕ,"84.000,00 ₽",,,,
ОРД-8102,II категория сложности с использованием лингвальных брекетов в области одного зуба (без учета стоимости аппаратуры),Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,ОРТОДОНТИЧЕСКОЕ ЛЕЧЕНИЕ НА НЕСЪЕМНОЙ АППАРАТУРЕ,"108.000,00 ₽",,,,
ОРД-8103,II категория сложности с использованием вестибулярных брекетов в области одного зубного ряда (без учета стоимости аппаратуры),Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,ОРТОДОНТИЧЕСКОЕ ЛЕЧЕНИЕ НА НЕСЪЕМНОЙ АППАРАТУРЕ,"72.000,00 ₽",,,,
ОРД-8104,III – категория сложности с использованием вестибулярных брекетов в области одного зубного ряда (без учета стоимости аппаратуры),Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,ОРТОДОНТИЧЕСКОЕ ЛЕЧЕНИЕ НА НЕСЪЕМНОЙ АППАРАТУРЕ,"90.000,00 ₽",,,,
ОРД-8105,III категория сложности с использованием лингвальных брекетов в области одного зуба (без учета стоимости апаратуры),Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,ОРТОДОНТИЧЕСКОЕ ЛЕЧЕНИЕ НА НЕСЪЕМНОЙ АППАРАТУРЕ,"162.000,00 ₽",,,,
ОРД-8106,Ортодонтическое лечение с помощью 3D SMILE (безбрекетное лечение) короткий курс/подготовка к имплантации в области одного зубного ряда,Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,ОРТОДОНТИЧЕСКОЕ ЛЕЧЕНИЕ НА НЕСЪЕМНОЙ АППАРАТУРЕ,"66.000,00 ₽",,,,
ОРД-8107,Ортодонтическое лечение с помощью 3D SMILE (безбрекетное лечение) полный курс в области одного зубного ряда,Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,ОРТОДОНТИЧЕСКОЕ ЛЕЧЕНИЕ НА НЕСЪЕМНОЙ АППАРАТУРЕ,"108.000,00 ₽",,,,
ОРД-8108,Ортодонтическое лечение с помощью Invisalign (безбрекетное лечение) в области одного зубного ряда,Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,ОРТОДОНТИЧЕСКОЕ ЛЕЧЕНИЕ НА НЕСЪЕМНОЙ АППАРАТУРЕ,"210.000,00 ₽",,,,
ОРД-8200,"Лингвальная техника ""Инкогнито""",Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,ОРТОДОНТИЧЕСКАЯ НЕСЪЕМНАЯ АППАРАТУРА,"48.000,00 ₽",,,,
ОРД-8201,Брекеты DAMON 3 (керамика + металл),Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,ОРТОДОНТИЧЕСКАЯ НЕСЪЕМНАЯ АППАРАТУРА,"42.000,00 ₽",,,,
ОРД-8202,Брекеты DAMON 3 (металлические),Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,ОРТОДОНТИЧЕСКАЯ НЕСЪЕМНАЯ АППАРАТУРА,"42.000,00 ₽",,,,
ОРД-8203,Брекеты DAMON CLEAR,Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,ОРТОДОНТИЧЕСКАЯ НЕСЪЕМНАЯ АППАРАТУРА,"48.000,00 ₽",,,,
ОРД-8204,Брекеты SMART CLIP (керамика),Ортодонтическая коррекция съемным ортодонтическим аппаратом с использованием элайнеров 3D Smile,ОРТОДОНТИЧЕСКАЯ НЕСЪЕМНАЯ АППАРАТУРА,"32.400,00 ₽",,,,
