code,title,category,subcategory,base,Group_a,Group_b,Group_ls,Croup_Ch_B
B01.003.004.001,Местная анестезия,Писаренко 15.10.24,"Анестезия, инъекции, инъекции, наркоз","1.100,00 ₽",,,,
B01.003.004.002,Проводниковая анестезия,Писаренко 15.10.24,"Анестезия, инъекции, инъекции, наркоз","1.650,00 ₽",,,,
B01.003.004.004,Аппликационная анестезия,Писаренко 15.10.24,"Анестезия, инъекции, инъекции, наркоз","550,00 ₽",,,,
B01.003.004.005,Инфильтрационная анестезия,Писаренко 15.10.24,"Анестезия, инъекции, инъекции, наркоз","1.100,00 ₽",,,,
А11.07.012,Глубокое фторирование эмали одного зуба,Писаренко 15.10.24,Профилактика,"660,00 ₽",,,,
А14.07.003.01,Гигиена полости рта и зубов (хороший индекс),Писаренко 15.10.24,Профилактика,"11.000,00 ₽",,,,
А14.07.003.02,Гигиена полости рта и зубов (удовлетворительный индекс),Писаренко 15.10.24,Профилактика,"12.000,00 ₽",,,,
А14.07.003.03,Гигиена полости рта и зубов (неудовлетворительный индекс),Писаренко 15.10.24,Профилактика,"13.000,00 ₽",,,,
А16.07.051,Профессиональная гигиена полости рта и зубов пациента с брекет-системой,Писаренко 15.10.24,Профилактика,"16.500,00 ₽",,,,
А16.07.057,Запечатывание фиссуры зуба герметиком,Писаренко 15.10.24,Профилактика,"3.850,00 ₽",,,,
А22.07.002,Ультразвуковое удаление наддесневых и поддесневых зубных отложений в области одного зуба,Писаренко 15.10.24,Профилактика,"2.200,00 ₽",,,,
В04.070.001,Школа психологической профилактики для пациентов и родственников (адаптивный прием),Писаренко 15.10.24,Профилактика,"1.320,00 ₽",,,,
A16.07.050-A16.07.050.001,Профессиональное отбеливание зубов клиническое часовое за один визит (2 челюсти в линии улыбки) аппаратом ZOOM-4,Писаренко 15.10.24,Профессиональное отбеливание зубов,"40.000,00 ₽",,,,
A16.07.050-A16.07.050.002,Профессиональное отбеливание зубов каповое домашнее 2 челюсти (включает стоимость изготовления капп и стандартный набор отбеливающего геля),Писаренко 15.10.24,Профессиональное отбеливание зубов,"38.500,00 ₽",,,,
A16.07.050-A16.07.050.003,Профессиональное отбеливание зубов дополнительный шприц отбеливающего материала из набора домашнего отбеливания,Писаренко 15.10.24,Профессиональное отбеливание зубов,"8.300,00 ₽",,,,
A16.07.050-A16.07.050.004,Профессиональное отбеливание зубов внутрикоронковое для невитальных измененных в цвете зубов (1 зуб),Писаренко 15.10.24,Профессиональное отбеливание зубов,"22.000,00 ₽",,,,
A.16.07.033,Восстановление стенок зуба перед эндодонтическим лечением,Терапевтические услуги,Восстановление зуба пломбой,"8.800,00 ₽",,,,
A16.07.002.01.2,Восстановление зуба пломбой (клиновидный дефект),Терапевтические услуги,Восстановление зуба пломбой,"13.200,00 ₽",,,,
A16.07.002.010.1,"Восстановление зуба пломбой I, V, VI класс по Блэку с использванием материалов из фотополимеров",Терапевтические услуги,Восстановление зуба пломбой,"27.500,00 ₽",,,,
A16.07.002.011.1,"Восстановление зуба пломбой с нарушением контактного пункта II, III класс по Блэку с использванием материалов из фотополимеров",Терапевтические услуги,Восстановление зуба пломбой,"38.500,00 ₽",,,,
A16.07.003.001,"Восстановление зуба вкладками, виниром, полукоронкой из фотополимерного материала(реставрация прямым методом)",Терапевтические услуги,Восстановление зуба пломбой,"38.500,00 ₽",,,,
A16.07.082,Сошлифовывание твердых тканей зуба при лечении кариеса и его осложнений,Терапевтические услуги,Восстановление зуба пломбой,"660,00 ₽",,,,
A16.07.082.01,Избирательное полирование зуба,Терапевтические услуги,Восстановление зуба пломбой,"550,00 ₽",,,,
A16.07.092,"Трепанация зуба, искусственной коронки, снятие старой пломбы",Терапевтические услуги,Восстановление зуба пломбой,"5.500,00 ₽",,,,
А16.07.002,"Восстановление зуба пломбой, билд-ап (под ортопедическую конструкцию)",Терапевтические услуги,Восстановление зуба пломбой,"16.500,00 ₽",,,,
А16.07.002.001,"Восстановление зуба пломбой I, II, III, V, VI класс по Блэку с использованием светоотверждаемого композита",Терапевтические услуги,Восстановление зуба пломбой,"22.000,00 ₽",,,,
А16.07.002.009,Наложение временной пломбы,Терапевтические услуги,Восстановление зуба пломбой,"1.650,00 ₽",,,,
А16.07.002.010,"Восстановление зуба пломбой I, V, VI класс по Блэку с использованием материалов из фотополимеров",Терапевтические услуги,Восстановление зуба пломбой,"15.840,00 ₽",,,,
А16.07.002.011,"Восстановление зуба пломбой с нарушением контактного пункта II, III класс по Блэку с использованием материалов из фотополимеров",Терапевтические услуги,Восстановление зуба пломбой,"19.800,00 ₽",,,,
А16.07.002.012,Восстановление зуба пломбой IV класс по Блэку с использованием материалов из фотополимеров,Терапевтические услуги,Восстановление зуба пломбой,"23.800,00 ₽",,,,
